order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_pct,shipping_cost,total_amount,payment_method,shipping_city,order_status,customer_rating,return_flag,days_to_deliver,customer_age_group,is_repeat_customer,platform,seller_id,region
ORD000462,CUST04235,2023-11-05,Sports,Headphones,9,1226.25,5,10.29,2423.15,UPI,Indore,Delivered,2.0,1,2.0,55+,0,Mobile App,SELL0149,South
ORD000463,CUST01003,2023-11-05,Beauty,Headphones,7,1859.99,0,3.38,545.34,Debit Card,Indore,Delivered,3.0,0,5.0,46-55,1,Website,SELL0033,East
ORD000464,CUST00681,2023-11-06,Electronics,Router,2,1838.77,0,17.35,258.28,UPI,Jaipur,Shipped,5.0,1,14.0,26-35,1,Website,SELL0187,Central
ORD000465,CUST03306,2023-11-07,Sports,Projector,1,1477.55,0,10.41,1295.89,UPI,Jaipur,Shipped,5.0,0,6.0,26-35,0,Website,SELL0184,South
ORD000466,CUST00830,2023-11-07,Electronics,Smart TV,4,781.88,5,30.83,677.21,UPI,Nagpur,Returned,3.0,0,7.0,26-35,1,Mobile App,SELL0053,Central
ORD000467,CUST00930,2023-11-08,Beauty,Smart TV,9,1842.82,10,47.82,2517.22,UPI,Mumbai,Delivered,,0,6.0,55+,0,Website,SELL0105,South
ORD000468,CUST04911,2023-11-09,Sports,Laptop,9,1321.22,20,11.56,2053.83,COD,Surat,Delivered,1.0,0,10.0,36-45,1,Mobile App,SELL0185,North
ORD000469,CUST04550,2023-11-09,Beauty,Projector,2,1009.95,0,45.09,962.85,Debit Card,Kolkata,Delivered,3.0,1,6.0,18-25,1,Mobile App,SELL0066,North
ORD000470,CUST02883,2023-11-10,Beauty,Router,1,571.74,15,26.86,4166.7,Wallet,Bhopal,Cancelled,1.0,1,5.0,18-25,0,Mobile App,SELL0023,East
ORD000471,CUST03240,2023-11-11,Food,Tablet,3,1511.72,0,5.1,3003.49,UPI,Delhi,Delivered,1.0,0,1.0,36-45,0,In-Store Kiosk,SELL0197,North
ORD000472,CUST02747,2023-11-11,Sports,Camera,9,1595.73,20,26.8,3133.35,UPI,Ahmedabad,Delivered,5.0,1,,18-25,0,Website,SELL0040,South
ORD000473,CUST03715,2023-11-12,Toys,Gaming Console,5,1120.15,0,23.35,3418.29,UPI,Bhopal,Delivered,3.0,0,12.0,46-55,0,Mobile App,SELL0032,South
ORD000474,CUST02529,2023-11-13,Home & Garden,Monitor,1,575.7,20,37.45,4324.73,Credit Card,Surat,Shipped,2.0,1,6.0,18-25,1,Mobile App,SELL0094,South
ORD000475,CUST03054,2023-11-13,Beauty,Cable,6,781.28,0,37.43,3376.27,Net Banking,Bhopal,Delivered,3.0,0,5.0,46-55,1,Website,SELL0093,North
ORD000476,CUST03679,2023-11-14,Books,Phone,7,1248.67,10,32.05,669.25,Credit Card,Indore,Delivered,2.0,1,12.0,36-45,0,Website,SELL0043,East
ORD000477,CUST03971,2023-11-15,Home & Garden,Charger,1,449.87,5,33.39,1918.58,COD,Hyderabad,Shipped,5.0,1,14.0,46-55,1,Mobile App,SELL0177,South
ORD000478,CUST02974,2023-11-15,Sports,Watch,7,944.55,10,30.36,2610.42,COD,Surat,Delivered,,1,7.0,36-45,1,In-Store Kiosk,SELL0007,West
ORD000479,CUST03706,2023-11-16,Food,Printer,9,89.15,30,11.84,930.17,Debit Card,Nagpur,Delivered,4.0,1,3.0,26-35,0,Website,SELL0185,East
ORD000480,CUST00750,2023-11-17,Food,Phone,1,1611.42,10,46.28,4701.49,Debit Card,Indore,Delivered,3.0,0,10.0,18-25,1,Mobile App,SELL0128,East
ORD000481,CUST00254,2023-11-17,Books,Gaming Console,1,766.53,0,10.59,1265.33,Debit Card,Chennai,Delivered,3.0,1,9.0,36-45,0,Website,SELL0053,West
ORD000482,CUST00513,2023-11-18,Home & Garden,Headphones,9,893.17,5,29.76,3861.48,COD,Chennai,Delivered,3.0,0,5.0,18-25,0,Website,SELL0082,East
ORD000483,CUST03722,2023-11-19,Electronics,Keyboard,5,1771.24,0,38.69,4758.27,Wallet,Pune,Returned,4.0,1,12.0,55+,0,Mobile App,SELL0017,North
ORD000484,CUST01515,2023-11-19,Beauty,Laptop,1,795.54,0,4.18,1377.68,Credit Card,Nagpur,Delivered,5.0,0,,46-55,0,Mobile App,SELL0185,West
ORD000485,CUST03948,2023-11-20,Electronics,Phone,2,952.95,0,22.51,2281.01,Credit Card,Indore,Delivered,2.0,1,1.0,55+,1,Website,SELL0142,Central
ORD000486,CUST04351,2023-11-21,Electronics,Smart TV,9,594.39,10,1.49,1247.72,Credit Card,Ahmedabad,Delivered,2.0,0,4.0,36-45,0,Mobile App,SELL0197,East
ORD000487,CUST03509,2023-11-21,Beauty,Cable,9,1615.07,25,11.31,4113.36,UPI,Surat,Delivered,4.0,1,11.0,55+,1,Website,SELL0009,West
ORD000488,CUST02012,2023-11-22,Home & Garden,Smart TV,10,875.27,0,31.81,3977.24,Debit Card,Mumbai,Delivered,1.0,1,8.0,46-55,0,Website,SELL0186,West
ORD000489,CUST00534,2023-11-23,Clothing,Projector,7,966.42,20,45.67,4467.17,UPI,Bhopal,Shipped,,1,10.0,55+,1,Website,SELL0167,North
ORD000490,CUST04362,2023-11-23,Toys,Cable,7,987.26,20,15.21,318.18,Debit Card,Lucknow,Processing,5.0,0,7.0,26-35,1,Website,SELL0104,North
ORD000491,CUST01683,2023-11-24,Toys,Charger,9,1354.61,10,41.74,3701.55,Net Banking,Kolkata,Delivered,4.0,1,2.0,46-55,0,Website,SELL0124,West
ORD000492,CUST02864,2023-11-25,Toys,Watch,10,1085.11,10,26.24,2900.34,Wallet,Lucknow,Processing,2.0,1,10.0,36-45,0,Mobile App,SELL0062,South
ORD000493,CUST03621,2023-11-25,Toys,Cable,1,872.37,15,38.04,2120.3,Wallet,Kanpur,Delivered,3.0,1,10.0,46-55,0,Mobile App,SELL0102,South
ORD000494,CUST04648,2023-11-26,Sports,Gaming Console,7,1311.33,0,40.51,4447.95,Debit Card,Kanpur,Delivered,5.0,1,,26-35,1,Website,SELL0192,East
ORD000495,CUST02600,2023-11-27,Food,Headphones,8,1276.81,30,31.8,4337.42,Wallet,Lucknow,Delivered,3.0,0,2.0,26-35,1,Mobile App,SELL0163,East
ORD000496,CUST04423,2023-11-27,Sports,Gaming Console,10,1422.4,0,21.14,3500.18,COD,Lucknow,Delivered,5.0,1,,55+,0,Website,SELL0075,Central
ORD000497,CUST03627,2023-11-28,Beauty,Speaker,1,941.88,0,29.2,864.49,Wallet,Lucknow,Delivered,5.0,0,5.0,36-45,1,Mobile App,SELL0111,Central
ORD000498,CUST01880,2023-11-29,Clothing,Printer,8,1961.28,15,34.56,1301.81,Wallet,Delhi,Delivered,4.0,1,12.0,55+,0,Website,SELL0076,North
ORD000499,CUST01745,2023-11-29,Sports,Keyboard,6,1153.01,0,43.06,784.62,Credit Card,Hyderabad,Shipped,4.0,1,2.0,26-35,1,Website,SELL0070,East
