Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,Neighborhood,BldgType,SalePrice
884,30,12501,5,2,1932,1966,2019,818,1,6,10,3,1208,NoRidge,1Fam,278504
885,80,170710,8,8,2007,1986,2725,4897,0,0,3,2,1245,NoRidge,1Fam,133727
886,30,72193,2,2,1955,1977,3982,3688,1,1,7,2,837,OldTown,1Fam,73775
887,60,140476,4,5,1978,1969,5994,348,2,3,3,2,889,Mitchel,1Fam,168095
888,60,64189,10,8,1905,1968,3410,398,2,6,4,2,73,NWAmes,1Fam,142648
889,90,86103,6,4,1998,1954,4338,1183,1,3,3,0,1262,CollgCr,1Fam,42944
890,60,151068,2,2,1907,2008,3633,3858,0,5,4,3,966,Sawyer,1Fam,301845
891,20,201323,2,2,1890,2005,2588,3083,2,1,9,1,545,Veenker,1Fam,630048
892,70,189136,6,6,1882,2002,5697,2894,2,7,2,0,121,CollgCr,Duplex,319896
893,40,156695,10,2,1962,1968,5868,3311,1,6,4,2,715,Mitchel,1Fam,61988
894,50,116517,1,4,1958,2009,1896,2959,2,0,10,3,1277,NWAmes,2fmCon,669802
895,40,114194,2,6,1899,1966,5472,2156,2,5,3,2,1223,Crawfor,1Fam,490415
896,30,207888,4,4,1993,1999,2756,372,2,1,8,0,139,Veenker,2fmCon,729310
897,160,45554,3,8,1910,1956,4521,482,0,4,12,3,1080,BrkSide,1Fam,454219
898,40,205420,2,7,1956,1968,3159,3991,1,5,11,3,116,BrkSide,TwnhsE,378431
899,70,140144,3,2,1944,1984,4686,4281,1,7,3,1,535,OldTown,Duplex,403044
900,120,133117,7,8,1953,2008,5325,1606,3,0,3,2,634,Crawfor,1Fam,39566
901,50,127895,9,9,1974,1965,2588,1623,3,2,10,3,32,Somerst,1Fam,305051
902,160,175125,4,2,1999,1975,4281,2498,3,5,6,0,194,NWAmes,1Fam,353095
903,60,147495,8,4,1971,2000,3099,3755,1,2,7,1,1248,Mitchel,1Fam,250615
904,160,21588,9,4,1997,1978,4882,3484,1,5,7,1,892,Veenker,Duplex,637704
905,60,168417,1,4,1991,1990,1170,3301,1,1,8,0,1115,BrkSide,Duplex,723997
906,20,157208,9,5,1921,1975,4454,528,3,1,7,0,810,Sawyer,1Fam,379241
907,120,197070,2,9,1949,1950,3637,2620,2,4,2,2,636,Veenker,1Fam,600436
908,120,201653,7,6,1899,1966,2758,4329,2,5,3,1,25,OldTown,1Fam,195573
909,160,204345,8,9,1999,1983,2260,3467,1,1,2,0,774,BrkSide,1Fam,699359
910,30,10451,9,4,2005,1951,4287,4617,2,6,5,1,1092,Somerst,1Fam,541338
911,120,136125,5,5,1994,1963,2122,4023,3,6,11,0,289,CollgCr,1Fam,563379
912,50,201213,7,1,1974,2007,201,5109,2,0,13,2,696,NWAmes,Duplex,463199
913,120,207961,1,3,1989,1950,5793,3371,1,2,7,1,584,Sawyer,1Fam,631869
914,160,118820,5,6,1981,1964,2736,3355,3,4,2,2,1235,Crawfor,1Fam,419511
915,30,196294,10,2,1903,1987,1006,3293,3,3,2,3,231,Veenker,1Fam,729202
916,50,189666,2,9,1908,1983,1378,1738,3,2,11,1,149,Crawfor,1Fam,511915
917,40,1859,2,3,1945,1962,5071,2648,3,4,6,3,298,BrkSide,1Fam,361569
918,50,190638,8,2,1930,1953,2026,1229,1,7,12,0,221,Somerst,1Fam,184962
919,70,137715,6,8,1973,2003,1719,2616,1,2,8,3,1200,CollgCr,1Fam,687956
920,60,124045,5,1,1973,1983,2977,1128,0,1,12,1,369,Somerst,Duplex,75301
921,80,39482,3,3,2006,1984,175,2940,1,5,3,1,513,BrkSide,1Fam,65917
922,80,197846,2,2,1980,1953,3423,5398,2,4,12,3,364,Veenker,1Fam,57164
923,40,64454,8,7,1873,1962,247,2733,2,5,8,1,1155,Somerst,1Fam,112578
924,20,90690,4,8,1918,1954,5105,4254,0,5,7,2,941,Crawfor,1Fam,212793
925,90,64948,8,2,1917,2008,2622,2664,3,6,8,3,671,CollgCr,1Fam,388018
926,30,208750,5,4,1959,1996,1333,5142,0,5,5,1,1132,Mitchel,1Fam,234068
927,30,104663,4,5,1919,1982,2776,1450,0,4,9,1,100,OldTown,1Fam,361806
928,80,25694,3,7,2007,1990,1072,4762,2,3,11,1,962,NWAmes,2fmCon,357415
929,40,3624,7,4,1911,1959,1956,4181,0,3,11,1,512,Veenker,1Fam,350457
930,30,211002,3,5,1932,2009,798,5051,3,2,13,1,537,Veenker,1Fam,77754
931,50,51747,10,5,1984,1981,4086,1039,0,3,6,0,224,Somerst,1Fam,421731
932,70,166192,5,1,1922,1980,5964,5083,0,4,11,3,137,NoRidge,1Fam,250657
933,120,7530,9,6,1878,2007,2965,5157,3,5,12,2,983,NoRidge,1Fam,422582
934,160,193164,5,6,1917,1955,602,1904,1,6,2,3,1205,Mitchel,1Fam,78526
935,90,140483,5,9,1921,1975,452,3650,2,3,7,2,1292,OldTown,TwnhsE,661793
936,120,49383,5,5,1956,1955,5084,3447,2,5,10,1,345,Somerst,1Fam,555008
937,70,191558,5,9,1970,1975,2126,593,0,3,7,1,1082,BrkSide,1Fam,283991
938,60,65016,5,4,1947,1966,1809,3122,2,2,3,3,157,Veenker,1Fam,293859
939,120,214771,9,7,1928,1977,622,3831,2,1,9,0,1103,Mitchel,1Fam,262625
940,50,129564,8,9,1941,1992,4055,1422,0,2,6,1,802,Somerst,1Fam,748657
941,120,97266,1,2,1891,1966,384,2252,3,5,9,2,1222,OldTown,1Fam,540334
942,160,13819,1,6,1896,1953,5524,3441,3,1,2,2,95,Somerst,Duplex,366300
943,50,56955,1,9,1956,1959,1272,5269,3,0,2,2,1101,Sawyer,1Fam,501868
944,80,13772,7,6,1991,1992,421,655,0,2,9,0,662,BrkSide,1Fam,81307
945,90,183817,3,9,1944,1984,4280,5302,0,7,13,0,806,NWAmes,1Fam,632472
946,90,22731,4,4,1880,2008,2164,4666,3,1,9,2,764,NoRidge,1Fam,463934
947,40,25509,9,8,2007,2003,4252,4824,1,1,13,1,1012,NoRidge,1Fam,257611
948,160,27933,2,6,1916,1959,243,586,2,3,12,1,849,Somerst,1Fam,534027
949,70,209733,2,5,1975,1994,5263,3348,1,3,5,3,589,Mitchel,1Fam,39504
950,20,208946,1,2,1995,1955,1892,2290,0,7,3,2,617,CollgCr,1Fam,387959
951,30,154235,3,2,2008,1955,4621,5212,2,1,8,2,100,Crawfor,1Fam,714720
952,90,17078,1,3,1888,1997,5716,4266,0,3,9,0,1026,BrkSide,1Fam,581898
953,60,109114,7,7,1897,1974,3271,3783,0,2,11,2,1000,Mitchel,1Fam,66746
954,30,204207,8,5,1961,2009,2041,481,2,1,8,3,803,Sawyer,1Fam,459689
955,70,21977,2,4,1977,1950,1910,4979,0,2,13,2,1023,Crawfor,1Fam,524577
956,70,171083,6,5,1987,1980,4193,2933,0,2,12,3,381,Sawyer,1Fam,414001
957,20,5192,4,4,1948,1968,35,1183,3,5,9,3,317,BrkSide,1Fam,266651
958,50,173299,1,8,1893,2009,897,4973,2,6,8,3,1311,NoRidge,1Fam,523796
959,60,117799,5,4,1970,1990,3954,5133,2,1,2,1,1352,NWAmes,1Fam,339886
960,90,191261,7,5,1964,1996,156,2969,0,3,11,1,1209,Sawyer,1Fam,718160
961,80,89841,3,6,1936,1967,1770,3845,0,2,10,1,74,NWAmes,1Fam,638367
962,20,169316,8,6,1959,2003,3957,3574,1,6,12,3,778,Sawyer,1Fam,689759
963,80,181583,10,4,1901,2000,1528,1943,1,0,3,1,1043,Veenker,1Fam,337039
964,160,70811,1,1,1983,1997,5686,4306,1,3,3,3,52,Veenker,Duplex,522737
965,20,138718,2,7,1878,1978,5956,5630,0,2,10,3,1373,CollgCr,1Fam,138861
966,160,99906,3,6,1987,2005,205,5292,3,2,7,2,1116,NoRidge,1Fam,576762
967,20,93702,9,6,1987,1990,1064,3979,1,7,9,0,438,OldTown,Duplex,578168
968,80,172399,2,5,1966,1953,5544,2246,3,4,7,2,718,Sawyer,1Fam,593277
969,50,49653,5,5,1984,2003,198,5155,1,3,9,0,1293,Somerst,1Fam,49454
970,90,26898,6,9,1997,1951,2973,5256,1,6,9,2,1210,Mitchel,1Fam,363212
971,120,104083,2,1,1894,1990,5800,363,0,6,4,0,1171,Sawyer,1Fam,232735
972,120,177087,1,1,1947,1964,3596,2130,2,1,11,0,1395,Somerst,1Fam,693829
973,120,36171,2,9,1961,2003,1869,3265,0,3,7,2,1055,Somerst,1Fam,422366
974,120,74087,1,8,2002,1993,38,3401,2,3,8,1,1326,CollgCr,1Fam,475228
975,50,144004,6,4,1973,1998,2403,4116,3,3,9,2,1352,Crawfor,1Fam,350133
976,60,103320,10,5,1954,1991,3310,3060,1,2,10,1,27,NWAmes,2fmCon,116911
977,90,130892,4,5,1948,1984,494,406,3,6,5,1,927,NWAmes,1Fam,481526
978,30,114266,3,9,1891,2001,3227,1213,2,7,2,0,473,Mitchel,Duplex,474787
979,70,174610,3,5,1915,1967,2468,4381,0,0,4,1,701,OldTown,1Fam,309508
980,70,188556,10,7,1931,1981,1990,4014,0,6,13,3,237,NWAmes,2fmCon,488215
981,160,97474,10,4,1993,1967,5940,3791,2,6,4,3,958,CollgCr,1Fam,316160
982,20,93641,7,4,1990,1956,5460,2674,2,2,4,1,1183,BrkSide,2fmCon,510317
983,20,60915,5,7,1960,2002,4240,1792,0,3,12,0,583,NWAmes,Duplex,285968
984,20,96236,2,4,1886,1979,3610,1969,2,0,4,3,990,Crawfor,1Fam,591772
985,70,180242,10,1,1971,1953,2895,3990,3,2,7,2,460,Crawfor,1Fam,673823
986,70,108626,1,2,1935,1999,429,3010,0,1,6,0,1062,Sawyer,1Fam,383682
987,70,149135,2,8,1961,2006,1878,1028,3,7,9,0,116,Crawfor,1Fam,47355
988,40,90816,7,4,1931,1989,63,2454,2,0,9,0,1247,CollgCr,1Fam,526104
989,50,152496,2,1,1971,1969,2236,4707,2,2,8,3,536,CollgCr,1Fam,711536
990,60,153721,2,9,1902,2001,2893,3513,0,3,8,3,715,Crawfor,1Fam,545993
991,20,114281,6,9,1892,1994,3734,4931,2,7,12,1,1138,NWAmes,1Fam,292855
992,90,201231,1,5,1902,1967,2168,3033,1,6,8,0,42,Mitchel,Duplex,441200
993,20,188711,3,6,1999,1969,1554,2910,1,7,8,2,1340,OldTown,1Fam,297652
994,80,35192,7,7,1882,2009,4338,5373,3,2,12,1,871,Crawfor,2fmCon,592445
995,60,50033,2,1,1911,2007,928,3027,0,2,3,0,1382,Crawfor,1Fam,557615
996,160,205574,8,3,1919,1990,766,1051,0,4,12,1,781,Mitchel,1Fam,485040
997,80,87240,1,6,1987,1952,4253,2468,1,2,4,1,292,OldTown,1Fam,314498
998,60,67707,7,5,1921,1963,3579,3771,2,0,5,0,825,Somerst,2fmCon,159123
999,90,171649,1,3,1995,1971,5312,2167,0,6,2,2,810,OldTown,1Fam,478945
1000,30,130126,8,1,2008,1982,4514,2511,3,0,8,1,1305,CollgCr,1Fam,277751
1001,30,29746,8,9,1961,2002,5508,4967,2,1,11,2,816,Mitchel,1Fam,685604
1002,60,20936,8,6,1919,2000,4059,2643,3,7,6,2,576,Mitchel,1Fam,80332
1003,120,174190,3,7,1954,1966,5141,1952,1,5,9,3,249,CollgCr,1Fam,644247
1004,120,164938,3,4,1964,1956,1033,906,0,5,6,3,462,NoRidge,1Fam,596286
1005,50,76735,10,5,1887,1966,3241,2472,0,1,11,2,824,Crawfor,1Fam,406015
1006,40,185817,8,5,1986,1964,5771,4403,2,2,13,3,523,Mitchel,2fmCon,750079
1007,160,28150,2,4,1932,2003,4819,1925,2,1,10,2,514,Veenker,1Fam,550961
1008,70,187225,1,7,1988,1950,2462,2832,2,5,6,0,20,Crawfor,1Fam,64968
1009,30,18233,4,9,1956,1999,5660,3819,3,4,11,3,1336,Sawyer,1Fam,317492
1010,40,137384,7,7,1990,1989,1909,5259,3,2,2,3,1186,Veenker,Twnhs,640078
1011,120,181661,4,7,1883,1956,142,4655,2,5,13,1,361,BrkSide,1Fam,593729
1012,120,133796,9,1,1877,1991,4867,1853,0,6,12,1,194,Somerst,1Fam,150460
1013,160,167880,6,5,1887,1984,2517,1206,2,5,9,3,1183,CollgCr,1Fam,157449
1014,20,74857,10,9,1992,1950,209,3894,3,0,9,1,1186,Mitchel,Duplex,700285
1015,120,62925,9,4,2009,1963,1247,1686,3,4,5,1,1271,Somerst,1Fam,67759
1016,30,58194,5,5,2009,1970,439,2417,3,1,7,2,776,Crawfor,1Fam,718729
1017,120,26195,9,3,1917,1962,6090,886,0,2,3,1,1043,Crawfor,1Fam,424281
1018,120,60633,5,2,1908,1984,5179,4444,1,7,6,1,1034,OldTown,1Fam,616330
1019,50,54194,1,7,1920,1986,5679,1184,2,3,9,3,304,CollgCr,1Fam,189965
1020,30,163192,4,3,1984,1960,1112,2354,0,6,6,0,742,Sawyer,1Fam,282649
1021,90,46867,5,6,1906,1957,4901,2493,1,1,11,0,369,NoRidge,1Fam,559655
1022,20,36805,10,6,1947,1989,3444,559,0,7,12,1,1068,NoRidge,1Fam,151755
1023,70,158133,9,8,1961,1978,1807,4452,0,2,8,0,1377,Veenker,1Fam,107863
1024,50,116370,2,9,1921,1965,4086,3617,0,1,6,1,108,BrkSide,1Fam,473491
1025,60,47418,1,5,1937,1965,5817,3208,3,2,5,0,107,Crawfor,1Fam,41017
1026,120,152322,6,1,1963,1952,2813,1278,3,1,8,2,374,BrkSide,1Fam,711026
1027,160,47533,6,6,1981,2001,178,616,1,4,10,2,166,NoRidge,1Fam,521473
1028,60,169370,8,8,1898,2000,5147,629,0,1,3,1,12,CollgCr,1Fam,548841
1029,40,8203,3,5,1942,1983,1148,3651,1,1,7,2,1387,Mitchel,1Fam,395525
1030,120,127556,9,6,1893,1970,1115,4303,1,5,7,0,825,Somerst,1Fam,484079
1031,60,128995,5,7,1874,1962,3769,4555,0,0,5,0,1101,Mitchel,Duplex,720446
1032,30,81066,4,4,1961,1968,4881,4582,2,3,4,1,802,Sawyer,1Fam,38374
1033,160,148703,5,4,1938,2005,4845,2422,3,5,12,0,1058,Somerst,1Fam,213114
1034,160,82540,10,5,1907,1955,5303,341,3,3,7,3,972,OldTown,2fmCon,536853
1035,40,141111,4,8,1879,1999,5398,1634,3,0,8,1,227,NoRidge,1Fam,123656
1036,30,49128,6,5,2002,1968,783,4511,3,1,2,1,213,Veenker,1Fam,211528
1037,30,122948,9,3,1986,1965,1836,4388,0,7,5,1,693,Mitchel,1Fam,51538
1038,70,163098,1,6,2001,1998,4399,3028,2,6,4,1,526,Somerst,1Fam,74606
1039,50,207986,6,7,1887,2007,2387,460,2,2,5,0,1192,Mitchel,1Fam,354802
1040,80,78382,8,9,1873,2009,4374,4456,0,6,12,3,434,OldTown,1Fam,510179
1041,90,102440,10,9,1901,1966,2778,4663,0,0,8,0,466,Sawyer,1Fam,107498
1042,20,103210,1,8,1885,1985,2758,1538,2,0,12,1,750,CollgCr,1Fam,742503
1043,120,185321,8,7,1935,1967,164,4603,2,7,7,3,273,CollgCr,1Fam,593440
1044,20,207235,9,5,1961,1961,3716,3729,0,5,11,1,1217,Crawfor,1Fam,512136
1045,30,139510,4,4,1898,1973,5278,5047,1,4,3,2,15,Somerst,Twnhs,86736
1046,90,177194,8,6,1926,1953,5002,3659,0,2,11,0,1201,CollgCr,1Fam,408525
1047,80,19306,5,7,1946,1959,2064,808,0,6,9,1,882,Veenker,1Fam,697935
1048,160,163743,7,5,1915,1985,4134,3768,2,4,2,3,1259,Mitchel,1Fam,206247
1049,70,174614,4,2,1935,1991,1217,905,2,3,10,1,416,NoRidge,1Fam,424368
1050,60,154249,2,1,1953,1966,3870,1707,3,3,7,1,1276,BrkSide,1Fam,441144
1051,80,126327,9,1,2003,1983,2500,4966,3,2,2,0,1224,Somerst,1Fam,536357
1052,90,193760,3,4,1914,1995,5662,5472,0,4,12,2,647,BrkSide,1Fam,696296
1053,80,141118,2,8,1884,2003,4341,2856,1,5,8,1,402,OldTown,1Fam,129173
1054,50,182380,9,8,1991,1984,447,1879,3,6,9,3,279,Mitchel,1Fam,80186
1055,160,39858,10,8,1951,1964,5321,2416,0,3,8,1,214,Sawyer,1Fam,99352
1056,50,143656,7,7,1937,1992,4424,1619,3,2,3,3,826,BrkSide,1Fam,227301
1057,50,94898,6,1,1971,1960,1315,3377,3,4,5,3,1361,Mitchel,1Fam,289587
1058,40,187070,4,8,2007,1958,1726,2569,0,4,10,3,802,BrkSide,1Fam,667420
1059,40,189696,7,9,1889,1971,1054,644,0,2,6,2,1368,Crawfor,1Fam,409664
1060,40,181866,7,8,1990,1969,1895,3572,2,0,12,2,1071,Crawfor,1Fam,571328
1061,70,47390,6,5,1959,1958,5766,3750,1,2,5,1,971,OldTown,1Fam,449318
1062,90,106625,7,2,1952,1953,5512,3874,3,0,7,0,1028,OldTown,TwnhsE,720796
1063,60,1326,6,9,1991,2006,3365,5350,2,0,7,0,1316,Crawfor,1Fam,272380
1064,160,210887,9,2,1913,1990,2213,4071,2,7,2,1,1216,OldTown,1Fam,516669
1065,60,56392,7,8,1980,1993,2234,3920,0,6,11,2,229,Somerst,1Fam,231244
1066,60,134894,4,9,1950,1953,5846,1457,1,0,3,0,829,Somerst,1Fam,202935
1067,20,105607,7,9,2001,1997,1217,2799,0,2,7,3,652,BrkSide,1Fam,741613
1068,160,194839,3,5,1936,1971,4628,2640,0,2,12,3,1246,Veenker,1Fam,52182
1069,30,177008,3,8,1971,1994,6080,5434,0,7,13,0,289,Mitchel,1Fam,231243
1070,30,167520,9,8,1940,1979,5225,2851,3,3,4,0,1162,Crawfor,1Fam,312911
1071,160,138928,6,9,1926,1964,4394,3988,0,2,6,3,678,Somerst,1Fam,134219
1072,70,26841,1,4,1923,1965,5497,3203,2,5,8,0,1321,Veenker,Twnhs,590739
1073,20,197929,4,6,1999,1958,1331,636,2,3,10,0,1121,Veenker,1Fam,293746
1074,60,14699,10,8,1987,1999,6010,5300,0,1,5,0,489,NWAmes,1Fam,365364
1075,70,98765,7,3,1903,1975,557,3890,3,2,8,2,1198,CollgCr,1Fam,253717
1076,20,82475,9,3,1991,1996,84,1556,2,1,12,0,265,Mitchel,1Fam,677152
1077,90,84912,6,4,1952,1999,1217,650,0,5,11,0,5,Sawyer,1Fam,338591
1078,80,210374,1,4,1886,1960,3720,5306,0,7,11,1,718,Sawyer,1Fam,601851
1079,20,50810,2,7,1977,1969,1513,1964,2,6,12,2,552,Veenker,1Fam,484036
1080,80,125379,1,9,1894,1957,3870,424,2,3,12,3,178,Sawyer,1Fam,723143
1081,40,47953,8,2,1992,1950,678,3602,1,3,8,0,1409,NoRidge,1Fam,469226
1082,90,196321,8,3,1934,2009,4259,420,1,0,13,1,55,Veenker,1Fam,744782
1083,50,158787,5,9,1998,1989,1403,1478,0,2,7,2,835,Somerst,1Fam,537738
1084,40,90053,8,6,1938,1977,3198,5076,0,0,10,1,370,Mitchel,1Fam,77337
1085,70,18492,6,2,1883,1962,713,536,2,5,13,2,420,NoRidge,1Fam,147728
1086,60,33968,8,6,1977,1985,5928,4326,1,7,2,0,299,Mitchel,1Fam,603531
1087,50,53227,7,8,1972,1982,2307,3614,1,1,13,2,551,CollgCr,1Fam,67984
1088,120,88223,5,4,1913,1963,3694,1957,1,5,11,3,946,Crawfor,1Fam,171731
1089,80,190832,7,5,1900,1950,2970,1851,2,4,13,2,457,Veenker,1Fam,604362
1090,60,26882,4,6,1991,1978,3637,2854,1,3,11,2,1023,Sawyer,Twnhs,290393
1091,40,124729,8,8,1979,1980,2781,3162,1,5,3,0,634,Mitchel,1Fam,191271
1092,70,75607,10,6,1913,1997,446,5059,1,5,5,3,1113,Somerst,1Fam,177372
1093,20,11267,3,9,1968,1973,5066,1720,2,2,2,2,630,Mitchel,1Fam,262210
1094,120,133802,7,7,1905,1955,3925,3466,0,6,9,2,518,BrkSide,1Fam,638249
1095,20,151971,2,4,1897,2002,1551,3977,3,5,7,0,718,OldTown,1Fam,363034
1096,80,206575,4,5,1963,1974,513,401,2,2,7,2,973,NWAmes,1Fam,721795
1097,50,109702,7,7,1986,1993,5420,5088,0,5,10,2,658,NoRidge,1Fam,550712
1098,90,70917,3,1,1998,1952,2031,5599,3,5,11,2,1284,NoRidge,1Fam,228090
1099,50,184120,3,3,1935,1952,5548,793,3,0,2,0,731,Sawyer,Duplex,152697
1100,20,54220,4,3,1891,1951,4679,1724,0,1,13,0,419,Sawyer,1Fam,714534
1101,160,147303,2,8,1947,1997,5864,4507,0,2,6,1,39,Crawfor,1Fam,684719
1102,90,203133,7,8,1965,1964,4031,4629,0,0,11,2,556,NoRidge,1Fam,123264
1103,20,2251,2,8,2006,1997,1105,1162,0,3,8,1,77,NoRidge,1Fam,266431
1104,20,199237,4,1,1887,2006,216,5203,2,3,7,2,50,OldTown,1Fam,569998
1105,70,45316,4,3,1962,1989,1501,2082,0,6,4,3,526,Sawyer,1Fam,742515
1106,160,104330,10,3,1942,2009,2683,1892,1,1,4,3,411,BrkSide,1Fam,685642
1107,70,56490,10,1,1953,2005,3811,2230,3,4,10,2,1254,BrkSide,1Fam,240425
1108,20,32215,1,3,1884,1993,5473,3898,2,5,5,2,1035,NoRidge,TwnhsE,680693
1109,80,151539,2,4,1874,1998,860,1429,2,3,4,0,1121,NoRidge,1Fam,557442
1110,60,104461,8,8,1955,1986,3879,3215,0,7,2,0,773,BrkSide,TwnhsE,368074
1111,80,110265,3,2,1899,1963,523,733,3,2,12,2,156,NoRidge,1Fam,306139
1112,50,104764,7,8,1956,1956,2941,1113,0,3,6,3,1206,Crawfor,1Fam,620464
1113,20,161212,10,8,1875,1972,450,4413,2,0,6,0,701,BrkSide,1Fam,637326
1114,20,207992,2,2,1982,1978,2284,2370,2,3,6,2,608,Mitchel,1Fam,693184
1115,80,111025,10,3,1917,1970,3703,4546,1,0,9,1,857,CollgCr,1Fam,367878
1116,80,34588,1,5,1934,1956,4514,4249,3,7,7,0,232,BrkSide,1Fam,226927
1117,50,71342,3,9,1919,1980,4916,5625,3,1,8,1,682,Crawfor,1Fam,661770
1118,20,107423,6,8,1929,1979,3204,1064,0,6,5,1,858,NoRidge,1Fam,252971
1119,90,23477,9,9,1945,2007,1581,5294,3,0,5,3,989,Somerst,TwnhsE,577811
1120,30,50316,6,3,1961,2007,5578,5068,0,2,12,3,709,Crawfor,1Fam,401642
1121,30,44649,2,9,1967,1986,5703,2641,3,0,7,3,1414,BrkSide,1Fam,456899
1122,60,209459,3,9,2008,2001,5911,1052,3,2,13,0,1404,NWAmes,1Fam,185859
1123,90,87044,8,6,1896,1968,4838,1042,2,4,12,3,136,Somerst,1Fam,214917
1124,160,189367,6,2,1992,2008,4752,3045,3,3,10,2,117,Crawfor,1Fam,504927
1125,80,119280,1,3,1955,2006,473,390,3,4,8,0,731,Mitchel,1Fam,222030
1126,160,109575,6,2,1914,1957,3498,841,2,6,12,2,1173,Crawfor,1Fam,516692
1127,80,202116,5,8,1998,1992,2488,3155,0,0,2,0,726,Sawyer,1Fam,748823
1128,120,149339,1,3,1969,1977,1582,3323,1,3,7,1,307,OldTown,1Fam,94250
1129,30,52586,3,7,1897,1965,415,4901,3,4,10,3,797,Veenker,1Fam,701271
1130,20,61557,10,3,1896,1974,1303,5506,0,4,3,3,1337,Somerst,1Fam,158451
1131,80,143805,8,9,1962,2004,5591,1756,3,1,4,1,236,OldTown,1Fam,134575
1132,160,1779,1,7,1972,2005,5552,2087,0,1,2,0,631,Somerst,Duplex,635547
1133,90,33936,1,4,1878,1970,4538,1389,2,3,7,2,905,Veenker,TwnhsE,181846
1134,50,17201,4,5,1958,1977,620,1526,2,5,8,0,557,Veenker,1Fam,501182
1135,60,154003,5,1,1945,1980,4194,2663,0,7,7,3,62,OldTown,1Fam,111817
1136,30,95723,5,2,2005,1994,774,5605,1,2,2,1,949,Somerst,1Fam,97284
1137,50,3726,7,9,1974,1978,4171,5076,0,4,7,0,1050,Somerst,1Fam,179883
1138,80,159973,2,8,1997,1973,205,5180,1,2,12,0,929,Crawfor,1Fam,409834
1139,30,141630,1,8,1876,2005,1742,2731,3,0,2,1,940,Crawfor,1Fam,243900
1140,60,155048,7,6,1977,1972,748,3822,0,3,11,2,931,Mitchel,1Fam,195735
1141,40,36219,9,2,1918,1965,5703,4170,3,2,5,3,468,Somerst,1Fam,638075
1142,60,188489,2,1,1948,1969,3475,1624,2,1,2,2,23,Mitchel,1Fam,160207
1143,90,39879,4,7,1993,1969,5638,2789,2,5,2,2,1402,BrkSide,1Fam,103440
1144,120,123434,7,3,1992,1983,124,3254,1,2,2,1,289,Veenker,1Fam,114313
1145,60,120875,2,1,1903,1989,4518,2313,3,1,6,3,1175,Mitchel,1Fam,670115
1146,120,48094,9,1,1905,1958,2931,2845,1,3,7,3,766,Crawfor,1Fam,377474
1147,90,81617,3,6,1971,2003,2865,2674,2,7,9,2,765,CollgCr,1Fam,734786
1148,160,12467,6,8,1993,1965,5335,658,0,5,2,3,29,Mitchel,TwnhsE,616190
1149,90,102133,4,4,1956,1956,287,4412,3,3,9,1,1404,CollgCr,1Fam,237781
1150,70,146164,7,9,1879,1990,5768,5113,2,6,10,1,749,NoRidge,1Fam,604234
1151,80,67385,2,4,1894,1962,172,4338,0,0,2,3,1177,NWAmes,1Fam,363433
1152,50,116352,1,7,1975,1995,2216,5289,2,2,10,1,1102,NoRidge,1Fam,438224
1153,80,205289,6,3,1974,2006,844,2625,0,4,3,3,195,NWAmes,1Fam,416069
1154,90,51494,9,6,1995,1991,3196,630,1,3,7,3,1343,Crawfor,1Fam,580973
1155,80,63484,7,3,1945,1996,3640,1754,2,5,9,3,838,Mitchel,1Fam,183016
1156,30,26972,8,8,1931,1979,3923,4867,3,5,12,1,262,BrkSide,1Fam,77701
1157,70,117268,5,5,1887,1970,4876,1072,1,3,8,1,823,Crawfor,1Fam,561708
1158,90,44910,2,1,1979,1986,4588,3238,0,7,7,1,873,Somerst,TwnhsE,721785
1159,30,184085,5,3,2003,1971,5795,341,1,7,12,2,925,OldTown,1Fam,452557
1160,90,63545,10,4,1878,2002,2747,2052,3,3,4,2,455,NoRidge,1Fam,119505
1161,120,143398,8,5,1939,1978,1071,935,3,7,4,1,1333,NoRidge,1Fam,115678
1162,70,41781,8,3,1921,1979,951,935,0,5,7,0,335,NWAmes,1Fam,427115
1163,160,70356,4,6,1974,1990,1683,1207,0,1,3,1,697,CollgCr,1Fam,680096
1164,120,37926,6,9,1977,1961,3683,3191,3,0,2,3,1189,Crawfor,Duplex,476899
1165,60,119491,7,7,1902,1983,330,3996,2,0,6,3,109,Mitchel,1Fam,252508
1166,120,7241,7,3,2003,1995,5834,1863,2,1,3,0,572,Crawfor,1Fam,481952
1167,160,19055,9,7,1890,1996,6043,4675,0,2,9,3,679,Somerst,1Fam,147413
1168,30,108577,7,9,1979,1963,1006,2414,1,0,8,0,1095,NWAmes,1Fam,379958
1169,160,118046,3,3,1974,1953,4771,4245,3,4,7,2,1117,Sawyer,1Fam,741933
1170,20,71841,3,3,1894,1961,3643,3145,0,3,7,0,1130,NWAmes,1Fam,488132
1171,60,93593,7,1,1964,1999,2937,4172,0,4,3,3,508,Somerst,1Fam,109004
1172,160,90405,9,8,1909,1965,4488,5528,1,4,6,3,697,OldTown,1Fam,179947
1173,90,163456,10,8,1909,1953,3516,5611,2,2,2,1,38,Crawfor,1Fam,77887
1174,40,96816,7,4,1883,1985,1977,3450,3,4,6,2,1166,Mitchel,1Fam,324364
1175,80,182704,6,8,1974,2002,3434,5443,2,7,10,3,429,BrkSide,1Fam,205961
